# CSV-File created with merge-csv.com
# -----------------------------------------------------------

name,authors,journal,year,publisher,cited_by_papers,abstract
Improved wavelet-based watermarking through pixel-wise masking,M. Barni F. Bartolini A. Piva,IEEE Transactions on Image Processing,2001,IEEE,650,"A watermarking algorithm operating in the wavelet domain is presented. Performance improvement with respect to existing algorithms is obtained by means of a new approach to mask the watermark according to the characteristics of the human visual system (HVS). In contrast to conventional methods operating in the wavelet domain, masking is accomplished pixel by pixel by taking into account the textur..."
High Power Fiber Lasers: A Review,Michalis N. Zervas Christophe A. Codemard,IEEE Journal of Selected Topics in Quantum Electronics,2014,IEEE,649,"In this paper, we summarize the fundamental properties and review the latest developments in high power fiber lasers. The review is focused primarily on the most common fiber laser configurations and the associated cladding pumping issues. Special attention is placed on pump combination techniques and the parameters that affect the brightness enhancement observed in single-mode and multimode high ..."
Proper complex random processes with applications to information theory,F.D. Neeser J.L. Massey,IEEE Transactions on Information Theory,1993,IEEE,649,"The covariance of complex random variables and processes, when defined consistently with the corresponding notion for real random variables, is shown to be determined by the usual complex covariance together with a quantity called the pseudo-covariance. A characterization of uncorrelatedness and wide-sense stationarity in terms of covariance and pseudo-covariance is given. Complex random variables..."
"A New Measurement Technique for Tracking Voltage Phasors, Local System Frequency, and Rate of Change of Frequency",A. G. Phadke J. S. Thorp M G. Adamiak,IEEE Transactions on Power Apparatus and Systems,1983,IEEE,649,"With the advent of Substation Computer Systems dedicated to protection, control and data logging functions in a Substation, it becomes possible to develop new applications which can utilize the processing power available within the substation. The microcomputer based Symmetrical Component Distance Relay (SCDR) described in the references cited at the end of this paper possesses certain characteris..."
Evolution and Modern Approaches for Thermal Analysis of Electrical Machines,Aldo Boglietti Andrea Cavagnino David Staton Martin Shanel Markus Mueller Carlos Mejuto,IEEE Transactions on Industrial Electronics,2009,IEEE,649,"In this paper, the authors present an extended survey on the evolution and the modern approaches in the thermal analysis of electrical machines. The improvements and the new techniques proposed in the last decade are analyzed in depth and compared in order to highlight the qualities and defects of each. In particular, thermal analysis based on lumped-parameter thermal network, finite-element analy..."
Steganalysis by Subtractive Pixel Adjacency Matrix,Tomáš Pevny Patrick Bas Jessica Fridrich,IEEE Transactions on Information Forensics and Security,2010,IEEE,649,"This paper presents a method for detection of steganographic methods that embed in the spatial domain by adding a low-amplitude independent stego signal, an example of which is least significant bit (LSB) matching. First, arguments are provided for modeling the differences between adjacent pixels using first-order and second-order Markov chains. Subsets of sample transition probability matrices ar..."
"Cooperative Spectrum Sensing in Cognitive Radio, Part I: Two User Networks",Ghurumuruhan Ganesan Ye Li,IEEE Transactions on Wireless Communications,2007,IEEE,649,"In cognitive radio networks, cognitive (unlicensed) users need to continuously monitor spectrum for the presence of primary (licensed) users. In this paper, we illustrate the benefits of cooperation in cognitive radio. We show that by allowing the cognitive users operating in the same band to cooperate we can reduce the detection time and thus increase the overall agility. We first consider a two-..."
Proportionate normalized least-mean-squares adaptation in echo cancelers,D.L. Duttweiler,IEEE Transactions on Speech and Audio Processing,2000,IEEE,649,"On typical echo paths, the proportionate normalized least-mean-squares (PNLMS) adaptation algorithm converges significantly faster than the normalized least-mean-squares (NLMS) algorithm generally used in echo cancelers to date. In PNLMS adaptation, the adaptation gain at each tap position varies from position to position and is roughly proportional at each tap position to the absolute value of th..."
Robust Recovery of Signals From a Structured Union of Subspaces,Yonina C. Eldar Moshe Mishali,IEEE Transactions on Information Theory,2009,IEEE,652,"Traditional sampling theories consider the problem of reconstructing an unknown signal x from a series of samples. A prevalent assumption which often guarantees recovery from the given measurements is that x lies in a known subspace. Recently, there has been growing interest in nonlinear but structured signal models, in which x lies in a union of subspaces. In this paper, we develop a general fram..."
Physical modeling of spiral inductors on silicon,C.P. Yue S.S. Wong,IEEE Transactions on Electron Devices,2000,IEEE,652,"This paper presents a physical model for planar spiral inductors on silicon, which accounts for eddy current effect in the conductor, crossover capacitance between the spiral and center-tap, capacitance between the spiral and substrate, substrate ohmic loss, and substrate capacitance. The model has been confirmed with measured results of inductors having a wide range of layout and process paramete..."
Decentralized Charging Control of Large Populations of Plug-in Electric Vehicles,Zhongjing Ma Duncan S. Callaway Ian A. Hiskens,IEEE Transactions on Control Systems Technology,2013,IEEE,652,"This paper develops a strategy to coordinate the charging of autonomous plug-in electric vehicles (PEVs) using concepts from non-cooperative games. The foundation of the paper is a model that assumes PEVs are cost-minimizing and weakly coupled via a common electricity price. At a Nash equilibrium, each PEV reacts optimally with respect to a commonly observed charging trajectory that is the average..."
